#[RespondentNr];[StimulusNr];[timestamp ms];[Gaze x %];[Gaze y %]
10;30;158;0.456;0.652
10;30;192;0.459;0.672
10;30;225;0.463;0.688
10;30;256;0.464;0.7
10;30;291;0.467;0.709
10;30;325;0.47;0.716
10;30;359;0.476;0.706
10;30;387;0.479;0.703
10;30;425;0.475;0.663
10;31;0;0.473;0.648
10;31;0;0.472;0.639
10;31;24;0.472;0.63
10;31;57;0.471;0.624
10;31;90;0.469;0.616
10;31;124;0.465;0.605
10;31;158;0.462;0.594
10;31;189;0.46;0.582
10;31;224;0.456;0.567
10;31;257;0.453;0.557
10;31;286;0.45;0.544
10;31;322;0.446;0.533
10;31;357;0.443;0.522
10;31;391;0.439;0.514
10;31;424;0.439;0.545
10;32;0;0.439;0.566
10;32;0;0.438;0.578
10;32;23;0.44;0.59
10;32;56;0.438;0.604
10;32;89;0.438;0.616
10;32;126;0.438;0.627
10;32;156;0.438;0.641
10;32;189;0.441;0.653
10;32;222;0.443;0.663
10;32;287;0.446;0.673
10;32;322;0.449;0.682
10;32;356;0.452;0.689
10;32;390;0.449;0.685
10;32;423;0.45;0.698
10;33;0;0.453;0.707
10;33;0;0.45;0.699
10;33;21;0.451;0.68
10;33;55;0.45;0.667
10;34;71;0.435;0.478
10;34;105;0.434;0.467
10;34;139;0.437;0.453
10;34;204;0.438;0.443
10;34;304;0.438;0.437
10;35;0;0.441;0.426
10;35;0;0.44;0.424
10;35;19;0.437;0.427
10;35;86;0.44;0.437
